20,20,20,44,44,20,20,20,44,44,44,20,20,20,20,20,20,20,20,44,31
20,20,20,44,44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
44,20,20,44,44,20,20,20,20,20,20,20,20,44,44,44,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
44,44,20,20,20,20,20,20,20,20,20,20,20,44,44,44,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
44,20,20,20,20,20,20,20,20,20,20,44,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,44,44,44,44,44,44,44,44,44,31
20,20,20,20,20,20,20,20,20,20,20,44,44,44,44,44,44,44,44,44,31
20,20,20,44,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,69,70,71,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,20,20,20,20,20,44,44,44,44,44,20,44,31
20,20,20,20,69,70,71,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,86,20,20,20,20,20,20,20,20,20,20,20,20,44,31
44,20,20,20,20,20,88,20,20,20,20,20,20,44,44,44,44,44,20,44,31
44,44,44,44,44,44,44,20,20,20,20,20,20,20,20,20,20,20,20,44,31
44,44,44,44,44,44,44,20,20,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,86,20,20,20,20,20,20,20,20,20,20,44,31
20,20,20,20,20,20,20,20,88,20,20,20,20,20,20,20,20,20,20,44,31
31,31,31,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,31
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,70,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,44,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,44,3,3,3,3,3,3,70,3,3,3,3,3,0,0,0
3,3,69,70,71,44,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
40,3,3,3,3,3,3,3,70,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
70,3,3,3,70,3,3,3,3,3,3,3,70,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,70,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,85,3,3,3,3,3,3,3,3,3,3,85,3,3,3,0,0,0
3,3,3,40,40,40,40,40,40,40,40,40,40,40,40,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,69,70,71,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
40,40,40,3,3,3,3,3,3,3,3,3,3,3,70,3,3,3,0,0,0
3,3,3,3,3,3,85,3,3,3,85,3,3,3,3,3,3,3,31,40,40
3,3,3,3,3,3,40,40,40,40,40,3,3,3,3,3,3,3,31,3,6
12,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,3,12
42,42,42,42,3,3,3,3,3,3,3,3,3,3,3,3,3,40,40,40,42
10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10
61,61,61,61,58,58,58,58,58,58,58,58,58,58,58,58,58,58,61,61,61
80,80,80,80,77,77,77,77,77,77,77,77,77,77,77,77,77,77,80,80,80
